date_rdv,canal,profil,motif,sous_motif,date_creation,id_conseiller,bureau,mois,annee_mois,nb_rdv
2024-09-23,web,Junior,Support,Réclamation,2024-09-06,10,Marseille,September,2024-09,2
2024-06-14,telephone,Client,Support,Question,2024-06-11,13,Paris,June,2024-06,1
2024-10-12,telephone,Manager,Support,Question,2024-09-25,17,Paris,October,2024-10,1
2025-04-25,web,Client,Vente,Question,2025-03-30,6,Lyon,April,2025-04,2
2024-11-04,telephone,Junior,Comptabilité,Réclamation,2024-11-01,3,Paris,November,2024-11,3
2025-10-18,telephone,Client,Comptabilité,Question,2025-10-16,5,Bordeaux,October,2025-10,1
2025-07-01,telephone,Senior,Vente,Demande,2025-06-01,12,Paris,July,2025-07,2
2024-09-04,web,Manager,Comptabilité,Question,2024-09-01,12,Lyon,September,2024-09,3
2024-12-07,telephone,Junior,Vente,Question,2024-11-08,17,Lyon,December,2024-12,1
2024-10-07,web,Senior,Vente,Demande,2024-09-07,13,Bordeaux,October,2024-10,1
2024-02-20,web,Senior,Support,Demande,2024-02-10,19,Marseille,February,2024-02,3
2025-12-24,telephone,Client,Support,Demande,2025-12-11,17,Lyon,December,2025-12,3
2025-04-14,web,Junior,Comptabilité,Demande,2025-04-11,13,Lyon,April,2025-04,1
2025-06-30,telephone,Manager,Vente,Réclamation,2025-06-29,15,Lyon,June,2025-06,3
2025-06-05,web,Client,Vente,Demande,2025-05-13,19,Lyon,June,2025-06,1
2024-03-12,web,Junior,Vente,Question,2024-03-05,16,Lyon,March,2024-03,1
2024-12-22,telephone,Junior,Comptabilité,Question,2024-12-04,13,Bordeaux,December,2024-12,2
2024-12-29,web,Client,Comptabilité,Question,2024-12-09,3,Paris,December,2024-12,2
2025-01-13,web,Senior,Support,Réclamation,2024-12-14,17,Paris,January,2025-01,1
2024-10-02,telephone,Manager,Support,Question,2024-09-12,12,Bordeaux,October,2024-10,1
2024-08-14,telephone,Junior,Comptabilité,Demande,2024-08-02,5,Bordeaux,August,2024-08,2
2025-06-17,web,Junior,Vente,Réclamation,2025-06-16,8,Lyon,June,2025-06,3
2025-09-08,web,Client,Comptabilité,Question,2025-08-12,16,Bordeaux,September,2025-09,2
2025-04-17,web,Manager,Comptabilité,Demande,2025-03-29,20,Marseille,April,2025-04,3
2025-03-12,web,Senior,Vente,Réclamation,2025-02-19,12,Bordeaux,March,2025-03,3
2025-09-16,telephone,Manager,Support,Réclamation,2025-09-07,16,Paris,September,2025-09,3
2025-02-21,web,Client,Vente,Demande,2025-02-21,9,Lyon,February,2025-02,2
2025-01-01,telephone,Senior,Comptabilité,Demande,2024-12-21,10,Lyon,January,2025-01,3
2024-08-16,telephone,Manager,Vente,Réclamation,2024-08-04,10,Lyon,August,2024-08,1
2025-01-12,web,Junior,Comptabilité,Réclamation,2024-12-14,18,Bordeaux,January,2025-01,2
2024-04-13,telephone,Manager,Comptabilité,Réclamation,2024-03-19,10,Marseille,April,2024-04,3
2025-01-20,web,Junior,Support,Demande,2025-01-01,13,Paris,January,2025-01,3
2024-10-23,web,Senior,Comptabilité,Réclamation,2024-09-30,18,Bordeaux,October,2024-10,2
2024-01-19,web,Manager,Support,Réclamation,2024-01-07,20,Lyon,January,2024-01,1
2024-10-08,web,Junior,Vente,Question,2024-09-22,4,Paris,October,2024-10,3
2024-12-16,web,Client,Vente,Réclamation,2024-12-01,9,Lyon,December,2024-12,1
2025-10-14,web,Senior,Vente,Question,2025-10-03,14,Bordeaux,October,2025-10,2
2025-03-04,telephone,Manager,Support,Réclamation,2025-02-14,1,Lyon,March,2025-03,1
2025-11-15,telephone,Junior,Vente,Demande,2025-11-11,7,Bordeaux,November,2025-11,2
2025-10-30,web,Client,Vente,Demande,2025-10-09,13,Marseille,October,2025-10,1
2025-11-20,telephone,Junior,Support,Réclamation,2025-10-30,15,Marseille,November,2025-11,1
2025-11-08,telephone,Junior,Support,Demande,2025-11-03,9,Marseille,November,2025-11,1
2024-10-12,web,Junior,Comptabilité,Réclamation,2024-09-22,2,Paris,October,2024-10,1
2025-02-09,telephone,Senior,Comptabilité,Question,2025-01-13,3,Paris,February,2025-02,3
2024-02-16,telephone,Senior,Comptabilité,Réclamation,2024-02-12,5,Bordeaux,February,2024-02,2
2025-03-15,telephone,Junior,Vente,Question,2025-02-23,18,Bordeaux,March,2025-03,1
2025-02-22,web,Junior,Support,Question,2025-02-07,12,Paris,February,2025-02,2
2025-09-20,web,Client,Support,Demande,2025-09-06,20,Paris,September,2025-09,2
2025-09-20,web,Manager,Support,Demande,2025-09-15,2,Lyon,September,2025-09,1
2025-12-21,web,Client,Support,Question,2025-12-03,10,Bordeaux,December,2025-12,3
2025-04-03,telephone,Client,Support,Question,2025-03-27,4,Bordeaux,April,2025-04,2
2024-07-02,telephone,Manager,Vente,Question,2024-06-24,6,Bordeaux,July,2024-07,1
2024-11-15,telephone,Junior,Vente,Demande,2024-11-09,2,Lyon,November,2024-11,1
2025-10-25,telephone,Junior,Support,Demande,2025-10-02,13,Bordeaux,October,2025-10,1
2024-05-14,telephone,Client,Comptabilité,Demande,2024-04-28,6,Lyon,May,2024-05,2
2024-04-25,web,Client,Vente,Demande,2024-04-19,16,Lyon,April,2024-04,2
2024-09-26,web,Junior,Comptabilité,Demande,2024-09-03,19,Bordeaux,September,2024-09,3
2025-12-16,telephone,Senior,Comptabilité,Demande,2025-12-06,8,Lyon,December,2025-12,3
2024-02-23,telephone,Manager,Comptabilité,Réclamation,2024-02-06,14,Marseille,February,2024-02,3
2025-06-13,web,Manager,Support,Question,2025-05-30,7,Lyon,June,2025-06,3
2025-04-04,web,Junior,Vente,Réclamation,2025-04-04,4,Lyon,April,2025-04,2
2025-04-26,telephone,Client,Comptabilité,Question,2025-04-20,7,Paris,April,2025-04,2
2025-12-27,web,Client,Support,Demande,2025-12-16,9,Paris,December,2025-12,1
2024-09-02,web,Manager,Support,Demande,2024-08-12,8,Paris,September,2024-09,1
2024-02-26,telephone,Client,Comptabilité,Question,2024-01-30,20,Paris,February,2024-02,1
2025-12-27,web,Junior,Support,Question,2025-12-22,8,Paris,December,2025-12,3
2025-03-22,telephone,Junior,Vente,Demande,2025-02-22,11,Paris,March,2025-03,3
2024-05-13,web,Client,Comptabilité,Question,2024-04-28,12,Paris,May,2024-05,1
2024-06-05,web,Junior,Vente,Réclamation,2024-05-30,9,Bordeaux,June,2024-06,1
2025-11-24,telephone,Manager,Vente,Demande,2025-11-11,7,Marseille,November,2025-11,1
2025-02-02,telephone,Manager,Comptabilité,Demande,2025-01-10,6,Lyon,February,2025-02,3
2024-09-24,web,Senior,Vente,Question,2024-09-01,8,Bordeaux,September,2024-09,3
2024-10-07,telephone,Senior,Vente,Demande,2024-09-07,8,Paris,October,2024-10,1
2024-06-05,telephone,Junior,Comptabilité,Demande,2024-05-09,19,Paris,June,2024-06,2
2024-04-23,telephone,Senior,Vente,Question,2024-04-17,1,Marseille,April,2024-04,2
2025-09-11,web,Junior,Comptabilité,Réclamation,2025-09-03,5,Bordeaux,September,2025-09,1
2024-02-24,web,Senior,Vente,Question,2024-02-22,14,Lyon,February,2024-02,3
2024-02-06,web,Client,Support,Demande,2024-02-05,16,Paris,February,2024-02,1
2025-10-03,telephone,Junior,Support,Réclamation,2025-09-08,10,Bordeaux,October,2025-10,2
2025-05-28,web,Junior,Comptabilité,Réclamation,2025-05-12,8,Bordeaux,May,2025-05,1
2025-03-16,web,Senior,Vente,Réclamation,2025-03-13,6,Lyon,March,2025-03,1
2024-04-27,telephone,Junior,Comptabilité,Demande,2024-04-06,8,Bordeaux,April,2024-04,2
2024-05-05,web,Junior,Support,Question,2024-04-13,5,Bordeaux,May,2024-05,3
2025-12-22,telephone,Manager,Support,Réclamation,2025-12-11,6,Bordeaux,December,2025-12,2
2025-02-11,telephone,Junior,Comptabilité,Réclamation,2025-01-29,14,Bordeaux,February,2025-02,1
2024-03-13,web,Manager,Support,Réclamation,2024-02-19,18,Lyon,March,2024-03,2
2024-02-11,telephone,Manager,Comptabilité,Demande,2024-02-01,8,Marseille,February,2024-02,3
2024-05-11,telephone,Manager,Vente,Réclamation,2024-05-05,1,Marseille,May,2024-05,1
2025-04-19,telephone,Junior,Support,Demande,2025-04-16,10,Lyon,April,2025-04,1
2024-02-04,telephone,Senior,Support,Question,2024-01-12,17,Marseille,February,2024-02,1
2024-04-21,web,Manager,Vente,Réclamation,2024-04-21,15,Bordeaux,April,2024-04,1
2025-03-30,web,Junior,Support,Question,2025-03-13,13,Paris,March,2025-03,3
2024-08-13,web,Manager,Vente,Réclamation,2024-07-19,3,Bordeaux,August,2024-08,2
2025-04-12,telephone,Senior,Comptabilité,Demande,2025-04-03,10,Marseille,April,2025-04,1
2025-01-20,web,Junior,Support,Demande,2024-12-30,13,Bordeaux,January,2025-01,1
2025-03-05,web,Client,Support,Réclamation,2025-02-28,2,Bordeaux,March,2025-03,2
2025-02-05,web,Client,Support,Réclamation,2025-02-03,20,Lyon,February,2025-02,3
2024-12-26,web,Client,Vente,Demande,2024-12-05,12,Paris,December,2024-12,3
2024-04-12,telephone,Junior,Comptabilité,Demande,2024-03-17,9,Paris,April,2024-04,2
2024-12-01,web,Client,Comptabilité,Réclamation,2024-11-09,17,Paris,December,2024-12,2
2024-05-22,telephone,Junior,Vente,Réclamation,2024-04-24,15,Bordeaux,May,2024-05,1
2024-10-20,telephone,Manager,Comptabilité,Question,2024-09-21,9,Lyon,October,2024-10,1
2025-01-28,telephone,Junior,Comptabilité,Réclamation,2025-01-09,9,Paris,January,2025-01,3
2025-09-19,web,Manager,Comptabilité,Question,2025-09-07,20,Lyon,September,2025-09,2
2024-02-26,web,Junior,Vente,Demande,2024-02-14,17,Bordeaux,February,2024-02,3
2025-08-03,telephone,Manager,Vente,Réclamation,2025-07-08,3,Lyon,August,2025-08,3
2025-12-31,web,Junior,Comptabilité,Question,2025-12-25,6,Paris,December,2025-12,1
2024-10-06,telephone,Junior,Comptabilité,Réclamation,2024-09-21,3,Paris,October,2024-10,3
2024-04-14,telephone,Manager,Support,Réclamation,2024-03-23,16,Bordeaux,April,2024-04,3
2024-09-30,web,Client,Comptabilité,Question,2024-09-22,16,Bordeaux,September,2024-09,3
2024-06-18,web,Manager,Comptabilité,Question,2024-06-06,19,Bordeaux,June,2024-06,1
2025-01-23,web,Senior,Support,Question,2025-01-22,5,Paris,January,2025-01,3
2024-11-05,telephone,Senior,Support,Réclamation,2024-10-28,4,Bordeaux,November,2024-11,2
2025-04-29,telephone,Junior,Support,Demande,2025-04-29,3,Marseille,April,2025-04,1
2025-12-06,telephone,Client,Vente,Question,2025-11-13,11,Bordeaux,December,2025-12,3
2024-02-16,telephone,Client,Support,Réclamation,2024-01-20,8,Paris,February,2024-02,1
2025-11-30,web,Senior,Comptabilité,Demande,2025-11-18,8,Bordeaux,November,2025-11,2
2025-04-12,web,Manager,Vente,Demande,2025-03-20,13,Lyon,April,2025-04,1
2025-06-01,telephone,Junior,Support,Question,2025-05-24,8,Lyon,June,2025-06,1
2025-06-30,web,Senior,Comptabilité,Réclamation,2025-06-22,2,Lyon,June,2025-06,1
2024-04-06,web,Client,Comptabilité,Demande,2024-03-09,5,Lyon,April,2024-04,3
2024-01-30,web,Client,Support,Réclamation,2024-01-14,9,Paris,January,2024-01,3
2024-03-10,web,Junior,Vente,Question,2024-02-11,16,Lyon,March,2024-03,3
2025-05-24,web,Client,Support,Réclamation,2025-05-19,10,Paris,May,2025-05,2
2024-11-05,web,Junior,Support,Question,2024-10-19,16,Bordeaux,November,2024-11,1
2024-12-13,telephone,Senior,Vente,Demande,2024-12-06,15,Marseille,December,2024-12,3
2024-02-26,web,Client,Comptabilité,Demande,2024-02-04,8,Paris,February,2024-02,3
2024-03-15,web,Senior,Support,Question,2024-02-28,15,Marseille,March,2024-03,2
2025-11-18,telephone,Client,Support,Demande,2025-10-20,13,Lyon,November,2025-11,3
2025-08-27,web,Junior,Support,Question,2025-08-13,17,Marseille,August,2025-08,3
2024-03-20,telephone,Senior,Comptabilité,Réclamation,2024-03-10,16,Bordeaux,March,2024-03,2
2024-04-08,web,Junior,Support,Question,2024-03-24,7,Lyon,April,2024-04,3
2024-04-14,telephone,Junior,Support,Question,2024-04-04,16,Bordeaux,April,2024-04,1
2025-12-21,web,Manager,Support,Demande,2025-11-29,20,Lyon,December,2025-12,1
2024-11-11,telephone,Manager,Comptabilité,Question,2024-10-21,13,Paris,November,2024-11,3
2025-01-06,web,Junior,Support,Réclamation,2024-12-09,20,Bordeaux,January,2025-01,3
2024-05-07,web,Client,Comptabilité,Question,2024-04-16,3,Paris,May,2024-05,1
2024-01-12,web,Client,Comptabilité,Demande,2023-12-28,2,Bordeaux,January,2024-01,1
2025-03-01,telephone,Junior,Comptabilité,Question,2025-01-30,16,Marseille,March,2025-03,1
2025-05-26,web,Client,Comptabilité,Question,2025-05-20,10,Marseille,May,2025-05,2
2024-02-09,telephone,Client,Support,Demande,2024-01-16,18,Lyon,February,2024-02,2
2025-04-02,telephone,Junior,Support,Réclamation,2025-03-18,11,Paris,April,2025-04,2
2024-12-19,telephone,Manager,Comptabilité,Demande,2024-12-05,8,Marseille,December,2024-12,3
2024-07-26,web,Senior,Comptabilité,Réclamation,2024-07-18,8,Bordeaux,July,2024-07,2
2024-08-07,web,Manager,Vente,Réclamation,2024-07-16,4,Paris,August,2024-08,3
2025-02-01,telephone,Client,Comptabilité,Question,2025-01-07,5,Paris,February,2025-02,1
2024-08-20,web,Senior,Comptabilité,Réclamation,2024-08-16,6,Lyon,August,2024-08,1
2024-07-21,telephone,Manager,Vente,Question,2024-06-22,18,Marseille,July,2024-07,3
2024-01-06,telephone,Junior,Comptabilité,Question,2023-12-10,4,Paris,January,2024-01,2
2025-11-10,telephone,Junior,Comptabilité,Question,2025-11-01,16,Bordeaux,November,2025-11,2
2024-09-10,telephone,Client,Support,Réclamation,2024-09-08,6,Paris,September,2024-09,2
2024-03-01,web,Manager,Comptabilité,Question,2024-02-14,9,Paris,March,2024-03,2
2025-10-29,web,Senior,Support,Question,2025-10-10,4,Bordeaux,October,2025-10,1
2025-03-30,web,Junior,Comptabilité,Question,2025-03-15,9,Paris,March,2025-03,1
2024-07-14,web,Senior,Vente,Réclamation,2024-06-18,17,Paris,July,2024-07,1
2024-12-15,web,Manager,Comptabilité,Réclamation,2024-11-16,17,Bordeaux,December,2024-12,2
2024-08-16,web,Senior,Support,Réclamation,2024-07-24,6,Marseille,August,2024-08,2
2025-07-27,telephone,Manager,Comptabilité,Demande,2025-06-30,6,Paris,July,2025-07,2
2024-05-25,web,Junior,Comptabilité,Réclamation,2024-04-29,11,Bordeaux,May,2024-05,3
2024-07-11,telephone,Senior,Vente,Réclamation,2024-06-14,6,Marseille,July,2024-07,2
2024-05-17,telephone,Manager,Vente,Question,2024-04-23,13,Lyon,May,2024-05,3
2025-12-08,web,Senior,Support,Question,2025-12-07,6,Paris,December,2025-12,3
2025-06-07,web,Senior,Vente,Réclamation,2025-05-23,14,Marseille,June,2025-06,2
2024-01-12,web,Senior,Comptabilité,Réclamation,2024-01-02,1,Bordeaux,January,2024-01,1
2025-03-11,telephone,Client,Comptabilité,Question,2025-02-15,3,Marseille,March,2025-03,2
2024-05-28,web,Junior,Support,Question,2024-05-11,7,Bordeaux,May,2024-05,2
2025-05-29,telephone,Senior,Support,Question,2025-05-17,4,Marseille,May,2025-05,3
2025-05-02,web,Junior,Comptabilité,Demande,2025-04-11,1,Marseille,May,2025-05,3
2025-02-25,web,Client,Comptabilité,Réclamation,2025-02-17,16,Bordeaux,February,2025-02,3
2025-02-22,telephone,Client,Vente,Réclamation,2025-02-17,19,Lyon,February,2025-02,3
2024-02-25,telephone,Manager,Comptabilité,Demande,2024-02-20,18,Marseille,February,2024-02,2
2024-03-01,web,Junior,Support,Demande,2024-02-20,11,Paris,March,2024-03,1
2024-08-11,telephone,Client,Support,Réclamation,2024-08-01,18,Paris,August,2024-08,2
2025-06-12,web,Junior,Support,Réclamation,2025-06-10,6,Lyon,June,2025-06,1
2024-06-03,telephone,Manager,Support,Réclamation,2024-05-22,8,Paris,June,2024-06,1
2024-04-10,telephone,Client,Support,Réclamation,2024-03-21,9,Marseille,April,2024-04,1
2024-09-30,telephone,Client,Support,Demande,2024-09-12,9,Bordeaux,September,2024-09,2
2024-09-04,web,Junior,Support,Question,2024-09-01,9,Paris,September,2024-09,1
2025-04-05,telephone,Manager,Support,Réclamation,2025-03-13,10,Bordeaux,April,2025-04,2
2024-04-17,telephone,Client,Comptabilité,Question,2024-03-18,5,Lyon,April,2024-04,1
2025-11-07,web,Junior,Comptabilité,Demande,2025-10-21,18,Bordeaux,November,2025-11,2
2025-06-03,web,Manager,Support,Demande,2025-05-28,8,Paris,June,2025-06,3
2025-01-25,telephone,Client,Support,Demande,2024-12-26,19,Bordeaux,January,2025-01,1
2025-06-28,telephone,Junior,Comptabilité,Question,2025-05-31,3,Lyon,June,2025-06,1
2025-10-17,web,Junior,Support,Question,2025-09-19,7,Bordeaux,October,2025-10,1
2024-08-04,web,Junior,Support,Question,2024-07-30,17,Lyon,August,2024-08,2
2025-06-23,telephone,Senior,Comptabilité,Question,2025-06-22,19,Marseille,June,2025-06,1
2024-11-21,web,Senior,Vente,Réclamation,2024-11-06,1,Marseille,November,2024-11,3
2024-10-23,web,Client,Vente,Réclamation,2024-10-17,1,Marseille,October,2024-10,2
2025-05-07,telephone,Client,Support,Question,2025-05-02,16,Marseille,May,2025-05,2
2024-12-22,web,Manager,Vente,Réclamation,2024-12-19,2,Marseille,December,2024-12,2
2024-02-21,web,Junior,Comptabilité,Demande,2024-02-15,1,Paris,February,2024-02,2
2024-05-06,telephone,Manager,Support,Demande,2024-04-30,6,Marseille,May,2024-05,1
2024-12-19,web,Senior,Support,Réclamation,2024-11-23,10,Paris,December,2024-12,3
2025-05-23,telephone,Senior,Vente,Réclamation,2025-04-23,4,Bordeaux,May,2025-05,3
2024-01-13,web,Manager,Support,Question,2024-01-10,16,Bordeaux,January,2024-01,3
2024-12-07,telephone,Manager,Comptabilité,Question,2024-11-25,19,Bordeaux,December,2024-12,1
2025-08-25,telephone,Manager,Comptabilité,Question,2025-08-16,13,Bordeaux,August,2025-08,3
2025-10-31,telephone,Manager,Vente,Réclamation,2025-10-22,5,Lyon,October,2025-10,2
2024-12-27,web,Junior,Comptabilité,Question,2024-12-07,5,Paris,December,2024-12,2
2024-11-28,web,Manager,Comptabilité,Demande,2024-11-13,17,Paris,November,2024-11,3
2024-04-10,telephone,Client,Vente,Réclamation,2024-03-22,15,Marseille,April,2024-04,2
2025-08-16,telephone,Junior,Support,Réclamation,2025-08-08,3,Lyon,August,2025-08,2
2025-09-27,telephone,Junior,Vente,Réclamation,2025-09-08,20,Lyon,September,2025-09,2
2024-01-14,telephone,Senior,Vente,Demande,2023-12-27,5,Bordeaux,January,2024-01,2
2024-09-11,telephone,Client,Support,Réclamation,2024-08-16,20,Marseille,September,2024-09,1
2025-11-16,web,Manager,Comptabilité,Demande,2025-10-22,6,Paris,November,2025-11,1
2025-06-27,telephone,Manager,Comptabilité,Question,2025-05-28,10,Lyon,June,2025-06,2
2025-07-05,telephone,Senior,Support,Question,2025-06-05,11,Marseille,July,2025-07,2
2025-08-18,web,Client,Comptabilité,Question,2025-07-23,13,Lyon,August,2025-08,2
2025-12-09,web,Senior,Support,Réclamation,2025-11-10,8,Paris,December,2025-12,1
2024-11-30,web,Senior,Comptabilité,Demande,2024-11-26,20,Lyon,November,2024-11,3
2024-10-26,web,Senior,Comptabilité,Demande,2024-10-20,4,Bordeaux,October,2024-10,1
2024-02-03,telephone,Client,Support,Demande,2024-01-08,3,Lyon,February,2024-02,2
2024-05-13,web,Senior,Vente,Question,2024-04-16,4,Marseille,May,2024-05,3
2024-05-31,telephone,Client,Support,Question,2024-05-02,18,Lyon,May,2024-05,3
2024-12-09,web,Manager,Vente,Réclamation,2024-11-29,15,Marseille,December,2024-12,3
2025-11-08,telephone,Client,Comptabilité,Demande,2025-10-15,12,Lyon,November,2025-11,1
2025-03-31,web,Junior,Support,Question,2025-03-23,16,Paris,March,2025-03,3
2024-03-08,web,Senior,Support,Question,2024-02-19,20,Lyon,March,2024-03,3
2024-11-21,web,Client,Comptabilité,Demande,2024-11-19,1,Marseille,November,2024-11,1
2025-10-03,web,Client,Support,Demande,2025-10-03,12,Bordeaux,October,2025-10,1
2025-10-30,telephone,Junior,Support,Question,2025-10-07,14,Marseille,October,2025-10,2
2024-07-04,web,Client,Comptabilité,Demande,2024-06-07,11,Lyon,July,2024-07,1
2025-08-18,telephone,Junior,Support,Demande,2025-07-27,6,Lyon,August,2025-08,2
2024-03-26,telephone,Manager,Support,Réclamation,2024-03-06,13,Bordeaux,March,2024-03,2
2025-05-01,telephone,Manager,Support,Réclamation,2025-04-26,6,Bordeaux,May,2025-05,3
2024-08-23,web,Senior,Comptabilité,Demande,2024-08-18,7,Paris,August,2024-08,2
2024-02-11,web,Manager,Comptabilité,Demande,2024-01-28,19,Paris,February,2024-02,2
2024-01-18,telephone,Junior,Comptabilité,Réclamation,2024-01-03,6,Marseille,January,2024-01,2
2025-10-01,web,Junior,Vente,Réclamation,2025-09-11,14,Lyon,October,2025-10,3
2025-01-08,web,Manager,Support,Demande,2025-01-06,1,Marseille,January,2025-01,3
2025-07-26,web,Junior,Comptabilité,Réclamation,2025-07-08,19,Lyon,July,2025-07,1
2024-12-25,telephone,Client,Support,Question,2024-12-23,6,Marseille,December,2024-12,2
2025-07-24,web,Client,Support,Demande,2025-07-13,1,Bordeaux,July,2025-07,3
2025-05-23,web,Senior,Support,Question,2025-05-01,6,Paris,May,2025-05,2
2024-04-02,web,Manager,Comptabilité,Réclamation,2024-04-02,19,Lyon,April,2024-04,2
2025-05-29,web,Client,Support,Demande,2025-05-14,14,Paris,May,2025-05,2
2024-07-28,telephone,Junior,Vente,Réclamation,2024-07-18,2,Marseille,July,2024-07,2
2024-12-07,telephone,Junior,Vente,Question,2024-11-22,10,Lyon,December,2024-12,3
2025-07-10,telephone,Senior,Vente,Réclamation,2025-07-07,20,Bordeaux,July,2025-07,1
2024-03-25,telephone,Manager,Comptabilité,Question,2024-03-18,15,Paris,March,2024-03,2
2025-01-18,web,Manager,Comptabilité,Réclamation,2025-01-06,3,Lyon,January,2025-01,2
2025-11-02,telephone,Client,Comptabilité,Réclamation,2025-10-27,10,Marseille,November,2025-11,2
2025-06-15,telephone,Senior,Comptabilité,Demande,2025-06-03,9,Bordeaux,June,2025-06,1
2025-11-04,web,Client,Vente,Réclamation,2025-10-25,2,Paris,November,2025-11,1
2024-03-06,web,Senior,Support,Question,2024-03-02,13,Marseille,March,2024-03,3
2025-08-13,web,Client,Comptabilité,Demande,2025-08-13,20,Lyon,August,2025-08,2
2024-04-24,telephone,Senior,Vente,Demande,2024-04-02,11,Marseille,April,2024-04,1
2024-02-09,telephone,Senior,Vente,Question,2024-01-31,3,Marseille,February,2024-02,2
2024-01-12,telephone,Junior,Support,Question,2024-01-05,12,Paris,January,2024-01,1
2024-04-16,web,Client,Comptabilité,Question,2024-03-22,11,Bordeaux,April,2024-04,2
2025-06-22,web,Senior,Support,Demande,2025-06-19,18,Marseille,June,2025-06,1
2024-09-01,telephone,Senior,Vente,Demande,2024-08-16,8,Lyon,September,2024-09,2
2025-02-16,telephone,Manager,Support,Question,2025-01-18,13,Paris,February,2025-02,1
2025-03-21,web,Senior,Comptabilité,Question,2025-02-26,19,Paris,March,2025-03,2
2025-05-22,web,Junior,Vente,Réclamation,2025-05-21,1,Paris,May,2025-05,1
2025-09-09,web,Senior,Support,Question,2025-08-28,3,Marseille,September,2025-09,3
2024-12-04,telephone,Manager,Vente,Question,2024-11-27,10,Bordeaux,December,2024-12,1
2024-01-10,web,Senior,Support,Réclamation,2024-01-03,6,Lyon,January,2024-01,3
2024-12-15,telephone,Client,Vente,Réclamation,2024-11-24,20,Lyon,December,2024-12,1
2025-01-05,web,Manager,Vente,Réclamation,2024-12-14,19,Lyon,January,2025-01,2
2025-02-27,telephone,Manager,Vente,Réclamation,2025-02-12,16,Paris,February,2025-02,1
2024-09-18,web,Manager,Comptabilité,Demande,2024-08-21,6,Bordeaux,September,2024-09,1
2024-01-26,telephone,Senior,Support,Question,2024-01-20,15,Lyon,January,2024-01,1
2025-07-30,web,Client,Vente,Demande,2025-07-26,3,Paris,July,2025-07,3
2025-07-23,web,Junior,Vente,Question,2025-07-01,20,Marseille,July,2025-07,2
2025-11-04,telephone,Junior,Support,Question,2025-10-08,5,Marseille,November,2025-11,1
2024-06-25,web,Junior,Comptabilité,Réclamation,2024-06-22,5,Lyon,June,2024-06,1
2024-02-10,web,Senior,Comptabilité,Question,2024-01-27,6,Paris,February,2024-02,3
2025-12-08,telephone,Manager,Vente,Demande,2025-11-10,2,Bordeaux,December,2025-12,3
2024-12-12,web,Senior,Vente,Demande,2024-11-21,9,Paris,December,2024-12,1
2024-08-28,telephone,Junior,Comptabilité,Réclamation,2024-08-06,20,Paris,August,2024-08,1
2025-10-14,web,Senior,Vente,Demande,2025-10-11,6,Paris,October,2025-10,3
2025-12-26,telephone,Client,Comptabilité,Réclamation,2025-12-15,14,Bordeaux,December,2025-12,1
2024-12-29,web,Manager,Comptabilité,Réclamation,2024-12-25,12,Lyon,December,2024-12,1
2025-03-28,web,Manager,Support,Question,2025-03-24,8,Paris,March,2025-03,2
2025-10-01,telephone,Manager,Support,Réclamation,2025-09-05,16,Lyon,October,2025-10,2
2025-01-18,telephone,Junior,Support,Réclamation,2025-01-16,14,Marseille,January,2025-01,3
2024-01-31,telephone,Manager,Vente,Demande,2024-01-25,20,Lyon,January,2024-01,1
2024-06-12,web,Junior,Support,Réclamation,2024-06-01,5,Lyon,June,2024-06,3
2024-08-05,telephone,Client,Support,Question,2024-08-03,18,Marseille,August,2024-08,1
2024-06-02,web,Junior,Vente,Demande,2024-05-29,10,Lyon,June,2024-06,2
2024-01-26,web,Junior,Vente,Demande,2024-01-19,17,Marseille,January,2024-01,1
2025-10-26,web,Manager,Support,Question,2025-10-13,19,Bordeaux,October,2025-10,2
2024-10-24,telephone,Manager,Vente,Réclamation,2024-10-17,3,Bordeaux,October,2024-10,3
2024-06-01,telephone,Client,Support,Question,2024-05-02,20,Paris,June,2024-06,2
2024-10-25,telephone,Client,Support,Réclamation,2024-10-03,7,Marseille,October,2024-10,2
2024-02-21,web,Senior,Comptabilité,Demande,2024-02-07,10,Paris,February,2024-02,2
2025-06-03,telephone,Client,Support,Question,2025-05-23,17,Marseille,June,2025-06,2
2025-07-23,telephone,Client,Comptabilité,Demande,2025-06-24,19,Bordeaux,July,2025-07,1
2024-06-05,web,Senior,Vente,Question,2024-05-08,7,Paris,June,2024-06,2
2025-01-05,telephone,Senior,Support,Question,2024-12-29,17,Paris,January,2025-01,1
2024-05-12,web,Senior,Support,Demande,2024-04-23,10,Paris,May,2024-05,1
2025-01-15,web,Senior,Vente,Réclamation,2024-12-23,6,Marseille,January,2025-01,2
2025-07-03,telephone,Manager,Comptabilité,Réclamation,2025-06-25,13,Bordeaux,July,2025-07,3
2025-10-11,web,Junior,Support,Question,2025-09-18,3,Marseille,October,2025-10,2
2024-04-07,telephone,Senior,Comptabilité,Réclamation,2024-03-27,1,Lyon,April,2024-04,3
2025-11-17,telephone,Manager,Comptabilité,Réclamation,2025-11-13,12,Lyon,November,2025-11,2
2024-02-02,telephone,Manager,Comptabilité,Demande,2024-01-24,14,Marseille,February,2024-02,1
2024-03-19,web,Client,Support,Réclamation,2024-02-24,2,Marseille,March,2024-03,2
2024-11-27,telephone,Client,Vente,Réclamation,2024-11-16,1,Paris,November,2024-11,2
2025-06-17,telephone,Client,Vente,Demande,2025-06-03,12,Marseille,June,2025-06,2
